Serial,EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberofEngines,EngineType,FARDescription,Schedule,PurposeofFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseofFlight,ReportStatus,PublicationDate,Random
1329,20191023X03800,Accident,WPR20LA012,10/22/2019,"Holden, UT",North America,39.139166,-112.275,,N/A,Non-Fatal,Substantial,Airplane,N204BF,Czech Sport Aircraft,Sportcruiser,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,,CRUISE,Preliminary,11/12/2019,0.821172097
1330,20191023X05941,Accident,CEN20LA013,10/22/2019,"Lamesa, TX",North America,32.735,-101.743333,,N/A,Non-Fatal,Minor,Airplane,N9143F,Air Tractor,AT 502,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,,1,,1,VMC,MANEUVERING,Factual,10/26/2019,0.157531121
1331,20191023X53135,Accident,WPR20LA014,10/23/2019,"Spanaway, WA",North America,47.070278,-122.371111,3B8,SHADY ACRES,Non-Fatal,Substantial,Airplane,N615RJ,Vans,RV 6,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,1,,VMC,TAKEOFF,Preliminary,11/12/2019,0.998931435
1332,20191023X31824,Accident,WPR20FA013,10/23/2019,"Las Vegas, NV",North America,36.146944,-115.381667,VGT,North Las Vegas,Fatal(2),Substantial,Helicopter,N225JM,Robinson,R44,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Preliminary,11/12/2019,0.100931233
1333,20191118X00059,Accident,GAA20WA078,10/23/2019,"Madero, North America, North America",North America,19.251111,-101.123056,,,Fatal(6),Substantial,Airplane,,CESSNA,401,No,,,"Non-U.S., Non-Commercial",,,,6,,,,,CRUISE,Foreign,,0.081173606
1335,20191023X23030,Accident,CEN20FA012B,10/23/2019,"Hebbronville, TX",North America,27.3725,-98.633334,N/A,,Fatal(2),Substantial,Helicopter,N74512,Robinson,R22,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,1,,1,VMC,MANEUVERING,Preliminary,10/29/2019,0.807161256
1336,20191023X23030,Accident,CEN20FA012A,10/23/2019,"Hebbronville, TX",North America,27.3725,-98.633334,N/A,,Fatal(2),Destroyed,Helicopter,N7189D,ROBINSON,R22 Beta,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,1,,1,VMC,MANEUVERING,Preliminary,10/29/2019,0.698443998
1337,20191025X21150,Accident,WPR20LA017,10/24/2019,"Red Creek, AZ",North America,34.158333,-111.731667,,Red Creek,Non-Fatal,Substantial,Airplane,N8326Z,Cessna,205,No,,,Part 91: General Aviation,,Personal,,,,,3,VMC,,Preliminary,11/19/2019,0.162199139
1338,20191125X21347,Accident,WPR20FAMS1,10/24/2019,"Shelter Cove, CA",North America,39.789166,-123.971111,0Q5,Shelter Cove,Fatal(2),,Airplane,N4958J,Piper,PA28R,No,,,Part 91: General Aviation,,Personal,,2,,,,VMC,UNKNOWN,Preliminary,12/2/2019,0.77741174
1339,20191024X25548,Accident,GAA20CA091,10/24/2019,"Apopka, FL",North America,28.7075,-81.581945,X04,Orlando Apopka,Unavailable,Substantial,Airplane,N639BV,COSTRUZIONI AERONAUTICHE TECNA,P2004,No,,,Part 91: General Aviation,,Instructional,,,,,,,,Preliminary,11/25/2019,0.014691496
1340,20191024X80514,Accident,ERA20FA019,10/24/2019,"Summit Point, WV",North America,39.253056,-77.961111,,N/A,Fatal(2),Destroyed,Airplane,N8354E,Mooney,M20A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,UNKNOWN,Preliminary,11/13/2019,0.708332584
1341,20191025X20514,Accident,CEN20LA014,10/24/2019,"Swea City, IA",North America,43.384166,-94.320278,,N/A,Non-Fatal,Substantial,Airplane,N1443E,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,CRUISE,Factual,12/10/2019,0.6394217
1343,20191026X22107,Accident,WPR20FA016,10/25/2019,"Jordan Valley, OR",North America,43.394722,-117.046944,,N/A,Fatal(1),Substantial,Helicopter,N280F,Enstrom,280F,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,VMC,CRUISE,Preliminary,11/19/2019,0.332270463
1344,20191025X65223,Accident,WPR20FA015,10/25/2019,"American Falls, ID",North America,42.777778,-112.895,,N/A,Fatal(1),Substantial,Airplane,N201BJ,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,12/2/2019,0.511049057
1345,20191026X64750,Accident,GAA20CA050,10/25/2019,"Opa Locka, FL",North America,25.913056,-80.282223,OPF,MIAMI-OPA LOCKA EXECUTIVE,Non-Fatal,Substantial,Airplane,N8816Y,Piper,PA 30,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAKEOFF,Factual,12/17/2019,0.103022552
1346,20191026X65118,Accident,GAA20CA051,10/26/2019,"Tavares, FL",North America,28.800556,-81.727778,FA1,Tavares,Unavailable,Substantial,Airplane,N170AV,Pereyra,AVENTURA,Yes,,,Part 91: General Aviation,,Personal,,,,,,,,Preliminary,10/29/2019,0.862470264
1347,20191027X84541,Accident,GAA20CA088,10/27/2019,"Daytona Beach, FL",North America,29.080278,-81.046666,7FL6,Spruce Creek,Non-Fatal,Destroyed,Airplane,N35HW,HIGGINS JOHN H/WILLIAMS JOHN D,QUESTAIR VENTURE,No,1,,Part 91: General Aviation,,,,,2,,,,,Preliminary,11/25/2019,0.383593118
1348,20191105X13431,Accident,GAA20CA058,10/27/2019,"Enumclaw, WA",North America,47.243611,-121.924445,WN76,BERGSETH FIELD,Non-Fatal,Substantial,Glider,N213TA,Let,L13,No,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,11/7/2019,0.999237809
1349,20191027X84759,Accident,GAA20CA048,10/27/2019,"Le Roy, NY",North America,42.981389,-77.935277,5G0,LE ROY,Non-Fatal,Substantial,Airplane,N9008V,Beech,36,No,1,,Public Aircraft,,Personal,,,,4,,VMC,,Preliminary,11/11/2019,0.589510417
1350,20191031X84231,Accident,ERA20LA023,10/27/2019,"Grand Bay, AL",North America,30.568889,-88.377223,,GJ's,Non-Fatal,Substantial,Airplane,N7009H,Piper,J3C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Preliminary,11/13/2019,0.398552661
1351,20191028X10747,Accident,CEN20LA015,10/27/2019,"White Bear Township, MN",North America,45.116667,-92.996111,6MN9,BENSON,Non-Fatal,Destroyed,Airplane,N2621P,Piper,PA22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Preliminary,10/29/2019,0.555537699
1352,20191031X84359,Accident,GAA20CA055,10/28/2019,"Augusta, GA",North America,33.466667,-82.039444,DNL,Daniel Field,Non-Fatal,Substantial,Airplane,N80931,Cessna,172,No,1,,Part 91: General Aviation,,Personal,,,,1,,VMC,,Preliminary,11/12/2019,0.533419324
1353,20191030X10836,Accident,GAA20CA052,10/28/2019,"Alexandria, LA",North America,31.300278,-92.474167,n/a,,Non-Fatal,Substantial,Helicopter,N661CG,Robinson,R66,No,1,,Part 91: General Aviation,,Personal,,,,,3,IMC,,Preliminary,11/11/2019,0.61804563
1354,20191119X20424,Accident,GAA20CA082,10/29/2019,"Albuquerque, NM",North America,35.145277,-106.795277,AEG,Double Eagle Ii,Non-Fatal,Substantial,Airplane,N3016A,Cessna,170,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,12/5/2019,0.037986604
1356,20191029X22722,Accident,ERA20FA020,10/29/2019,"Colonia, NJ",North America,40.590277,-74.310833,LDJ,Linden,Fatal(1),Destroyed,Airplane,N959MJ,Cessna,414,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,APPROACH,Preliminary,11/15/2019,0.732720977
1357,20191030X64711,Accident,DCA20CA010,10/29/2019,"Boise, ID",North America,43.5,-116.3,KBOI,Boise Airport,Unavailable,Substantial,Airplane,N402QX,De Havilland,DHC8,No,2,,Part 121: Air Carrier,SCHD,,Horizon Air Indistries Inc.,,,,,VMC,,Preliminary,11/29/2019,0.594027332
1358,20191030X52912,Accident,ERA20FA021,10/30/2019,"Atlanta, GA",North America,33.856944,-84.290555,PDK,DEKALB-PEACHTREE,Fatal(2),Destroyed,Airplane,N56258,Piper,PA28R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,IMC,TAKEOFF,Preliminary,11/14/2019,0.236585418
1359,20191031X64722,Accident,WPR20FA018,10/31/2019,"Brawley, CA",North America,32.988055,-115.469167,BWC,Brawley Muni,Fatal(2),Substantial,Airplane,N7158X,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,UNKNOWN,Preliminary,12/2/2019,0.70783741
1360,20191031X31506,Accident,GAA20CA054,10/31/2019,"New Braunfels, TX",North America,29.705833,-98.043333,BAZ,New Braunfels Rgnl,Non-Fatal,Minor,Airplane,N850BK,Beech,200,No,,,Part 91: General Aviation,,Business,,,1,,1,VMC,,Preliminary,11/6/2019,0.377286795
1361,20191031X14200,Accident,ERA20FA026,10/31/2019,"Paducah, KY",North America,37.103333,-88.817223,PAH,Barkley Rgnl,Fatal(1),Destroyed,Airplane,N181AG,Piper,PA32R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,11/6/2019,0.208820843
1362,20191031X04119,Accident,ERA20FA025,10/31/2019,"Middleburg, FL",North America,30.0125,-81.78,,N/A,Fatal(1),Destroyed,Airplane,N425JW,Vans,RV 4,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,11/6/2019,0.517015651
1363,20191031X24146,Accident,ERA20FA022,10/31/2019,"Ocala, FL",North America,29.141666,-82.194166,OCF,Ocala Intl-Jim Taylor Field,Fatal(2),Destroyed,Airplane,N959CM,Beech,58,No,2,Reciprocating,Part 91: General Aviation,,Flight Test,,2,1,,,VMC,TAKEOFF,Preliminary,11/15/2019,0.445576552
1365,20191104X32212,Accident,ANC20LA003B,10/31/2019,"Honolulu, HI",North America,21.327223,-157.905833,HNL,DANIEL K INOUYE INTL,Non-Fatal,Substantial,Airplane,N274MM,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,3,,TAXI,Preliminary,11/12/2019,0.104209024
1366,20191104X32212,Accident,ANC20LA003A,10/31/2019,"Honolulu, HI",North America,21.327223,-157.905833,HNL,DANIEL K INOUYE INTL,Non-Fatal,Minor,Airplane,N926FE,Cessna,208,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Federal Express,,,,3,,TAXI,Preliminary,11/12/2019,0.99361766
1367,20191120X12056,Accident,GAA20WA083,11/1/2019,"Santa Severa Nord, Italy",Europe,42.021111,11.9775,,N/A,Fatal(1),Destroyed,Airplane,,CESSNA,F150,No,,,"Non-U.S., Non-Commercial",,,,1,1,,,,APPROACH,Foreign,,0.170242367
1368,20191103X05342,Accident,GAA20CA053,11/1/2019,"Salem, OR",North America,44.909444,-123.0025,SLE,Mcnary Fld,Non-Fatal,Substantial,Airplane,N102PH,ZENAIR,CH701,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,,,,1,VMC,TAKEOFF,Factual,1/2/2020,0.995576472
1369,20191102X73517,Accident,ERA20LA028,11/1/2019,"Odessa, TX",North America,32.026111,-102.404722,,N/A,Non-Fatal,Substantial,Airplane,N732JW,Cessna,T210,No,,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,CRUISE,Preliminary,12/4/2019,0.275947279
1370,20191102X80415,Accident,ERA20FA027,11/1/2019,"Stuart, FL",North America,27.176111,-80.2125,SUA,Witham Field,Fatal(1),Destroyed,Airplane,N10VD,GRUMMAN,OV-1,No,2,Turbo Prop,Part 91: General Aviation,,Air Race/Show,,1,,,,VMC,MANEUVERING,Preliminary,11/15/2019,0.563369638
1371,20191102X74138,Accident,CEN20LA017,11/1/2019,"Kalamazoo, MI",North America,42.234444,-85.551667,AZO,Kalamazoo/Battle Creek Interna,Non-Fatal,Substantial,Airplane,N50TB,SOCATA,TB 30 EPSILON,No,,,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Preliminary,11/21/2019,0.269827742
1372,20191104X61204,Accident,GAA20CA068,11/2/2019,"Chester, CT",North America,41.383611,-72.505833,SNC,Chester,Non-Fatal,Substantial,Airplane,N59WE,ICON,A5,Yes,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,11/13/2019,0.247582846
1373,20191108X95652,Accident,GAA20CA066,11/2/2019,"Gilbert, SC",North America,33.884166,-81.381667,SC45,Gilbert Intl Airpark,Non-Fatal,Substantial,Airplane,N24AU,American Aviation,AA 5,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,MANEUVERING,Factual,12/19/2019,0.861235834
1375,20191104X60648,Accident,ERA20LA037,11/2/2019,"Seffner, FL",North America,27.983611,-82.275556,,N/A,Non-Fatal,Substantial,Helicopter,Unreg,MOSQUITO,XE,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,LANDING,Preliminary,11/21/2019,0.343405407
1376,20191104X05444,Accident,GAA20CA059,11/3/2019,"Greer, SC",North America,35.034166,-82.298889,PVT,The Flying Few,Non-Fatal,Substantial,Airplane,N87173,Ercoupe,415,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/19/2019,0.138734629
1377,20191104X20412,Accident,GAA20CA056,11/3/2019,"Monument Valley, UT",North America,37.016667,-110.200556,UT25,Monument Valley,Non-Fatal,Substantial,Airplane,C-GMEE,Pitts,S1,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,12/19/2019,0.017423669
1378,20191104X62255,Accident,ERA20TA030,11/3/2019,"Doral, FL",North America,25.796944,-80.341111,,N/A,Non-Fatal,Substantial,Airplane,N6015Z,Beech,76,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,DESCENT,Preliminary,11/21/2019,0.490787758
1379,20191105X00542,Accident,WPR20LA032,11/4/2019,"Hurricane, UT",North America,37.140277,-113.306111,1L8,General Dick Stout Field,Non-Fatal,Substantial,Airplane,N936TC,Beech,36,No,,,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Preliminary,1/6/2020,0.801158122
1380,20191104X20318,Accident,GAA20CA060,11/4/2019,"Smoketown, PA",North America,40.041666,-76.201944,S37,SMOKETOWN,Non-Fatal,Substantial,Helicopter,N8560A,Robinson,R22,No,1,,Part 91: General Aviation,,Instructional,,,,,2,VMC,,Preliminary,11/6/2019,0.782735181
1381,20191104X71357,Accident,ERA20FA031,11/4/2019,"New Bedford, MA",North America,41.621111,-70.938333,EWB,New Bedford Regional Airport,Fatal(1),Destroyed,Airplane,N714LK,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,11/14/2019,0.50396301
1382,20191104X50805,Accident,ERA20FA029,11/4/2019,"Cedartown, GA",North America,34.043889,-85.177223,4A4,Polk County Airport- Cornelius,Fatal(1),Substantial,Gyroplane,N875FV,PAVEL,Tango2,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,1,,,,VMC,MANEUVERING,Preliminary,11/14/2019,0.449206643
1384,20191114X35333,Accident,GAA20CA075,11/6/2019,"Broomfield, CO",North America,39.908889,-105.117223,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N97596,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,UNK,CRUISE,Factual,1/2/2020,0.856321059
1385,20191106X94258,Accident,GAA20CA073,11/6/2019,"Waynesville, OH",North America,39.476667,-84.093889,2OH9,Caesar Creek Soaring Club,Unavailable,Substantial,Glider,N16TD,Schleicher,ASW15,No,,,Part 91: General Aviation,,Personal,,,,,,VMC,,Preliminary,11/19/2019,0.781410361
1387,20191107X55010,Accident,WPR20FA019,11/7/2019,"Upland, CA",North America,34.109722,-117.669723,CCB,Cable Airport,Fatal(1),Destroyed,Airplane,N220MT,Cirrus,SR22,No,,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,12/3/2019,0.241926736
1388,20191107X13434,Accident,GAA20CA062,11/7/2019,"Groveland, FL",North America,28.405833,-81.837777,6FL0,Seminole Lake,Non-Fatal,Substantial,Helicopter,N6746D,Bell,47G,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,11/12/2019,0.603290363
1390,20191108X35515,Accident,GAA20CA069,11/8/2019,"Tyler, TX",North America,32.353611,-95.403056,TYR,Tyler Pounds Rgnl,Non-Fatal,Substantial,Airplane,N9925N,Cessna,180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,12/19/2019,0.121823133
1392,20191109X11440,Accident,GAA20CA084,11/9/2019,"Broomfield, CO",North America,39.908889,-105.117223,BJC,Rocky Mountain Metropolitan,Non-Fatal,Substantial,Airplane,N6206V,Beech,55,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/2/2020,0.488095526
1393,20191109X20522,Accident,GAA20CA079,11/9/2019,"Quakertown, PA",North America,40.435277,-75.381945,UKT,QUAKERTOWN,Non-Fatal,Substantial,Airplane,N2961W,Piper,PA28,No,1,,Part 91: General Aviation,,Instructional,,,,,1,VMC,,Preliminary,12/7/2019,0.152748006
1394,20191109X24202,Accident,GAA20CA064,11/9/2019,"Huntsville, AR",North America,36.078056,-93.755,H34,Huntsville Muni,Non-Fatal,Substantial,Airplane,N24EP,New Glasair,SPORTSMAN GS-2,Yes,,,Part 91: General Aviation,,Personal,,,,1,,VMC,,Preliminary,11/13/2019,0.859858227
1395,20191109X14019,Accident,ERA20LA035,11/9/2019,"Griffin, GA",North America,33.226945,-84.275,6A2,Griffin-Spalding County,Non-Fatal,Substantial,Airplane,N686DR,Beech,55,No,,,Part 91: General Aviation,,Personal,,,,,5,VMC,TAKEOFF,Preliminary,12/4/2019,0.73159612
1397,20191111X91004,Accident,GAA20CA072,11/10/2019,"North America, MO",North America,39.037777,-91.725556,6MU4,Flying Shamrock,Non-Fatal,Substantial,Airplane,N29173,Cessna,U206,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,,,,1,VMC,STANDING,Factual,1/2/2020,0.269517715
1398,20191111X91036,Accident,GAA20CA063,11/10/2019,"Lebanon, IN",North America,40.036111,-86.482223,6I4,Boone County,Non-Fatal,Substantial,Helicopter,N827MW,Sikorsky,S 58JT,No,2,,Part 91: General Aviation,,Positioning,,,,3,,VMC,,Preliminary,11/19/2019,0.561838895
1399,20191111X84900,Accident,ERA20LA033,11/10/2019,"St. Augustine, FL",North America,29.941389,-81.317778,SGJ,Northeast Florida Regional,Non-Fatal,Substantial,Airplane,N5765H,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,1,,VMC,APPROACH,Preliminary,11/21/2019,0.133069389
1400,20191111X71326,Accident,ANC20LA004,11/10/2019,"Goodnews Bay, AK",North America,59.112222,-161.581389,,N/A,Non-Fatal,Substantial,Airplane,N7721C,Piper,PA32R,No,1,Reciprocating,Part 91: General Aviation,,Other Work Use,,,,,2,VMC,TAKEOFF,Preliminary,12/4/2019,0.390782553
1401,20191112X55053,Accident,WPR20WA021,11/11/2019,"Tunis, Tunisia",Africa,36.886944,10.271667,,,Fatal(1),Destroyed,Helicopter,,ROBINSON,R44,No,,,"Non-U.S., Commercial",,,,1,,,,,CRUISE,Foreign,,0.701942952
1402,20191116X51416,Accident,WPR20LA028,11/11/2019,"Metaline, WA",North America,48.807222,-117.291944,,,Fatal(1),,Airplane,N8749T,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Preliminary,1/6/2020,0.367896286
1403,20191112X40210,Accident,GAA20CA080,11/11/2019,"Fitzgerald, GA",North America,31.683889,-83.270834,FZG,Fitzgerald Muni,Non-Fatal,Substantial,Airplane,N844SA,SYMPHONY AIRCRAFT IND INC,SA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAXI,Factual,12/20/2019,0.74393705
1404,20191112X15408,Accident,GAA20CA071,11/11/2019,"San Luis, CO",North America,37.065,-105.463611,33CO,Melby Ranch Airstrip,Non-Fatal,Substantial,Airplane,N91846,Cessna,182,No,1,,Part 91: General Aviation,,Personal,,,,,2,VMC,,Preliminary,12/7/2019,0.818331059
1406,20191113X91346,Accident,WPR20LA029,11/12/2019,"Salt Lake City, UT",North America,40.170556,-111.645,,N/A,Non-Fatal,Substantial,Helicopter,N271HC,Agusta,A109,No,2,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,IHC Health Services Inc,,,,3,,CRUISE,Preliminary,12/2/2019,0.00816665
1407,20191114X14335,Accident,GAA20CA074,11/12/2019,"FallBrook, CA",North America,33.354167,-117.250833,L18,FALLBROOK COMMUNITY AIRPARK,Unavailable,Substantial,Airplane,N3803S,Cessna,172,No,1,,Part 91: General Aviation,,Instructional,,,,,,VMC,,Preliminary,12/7/2019,0.564877956
1408,20191112X03916,Accident,GAA20CA067,11/12/2019,"Pembroke Pines, FL",North America,26.001111,-80.240833,HWO,North Perry,Unavailable,,Airplane,N739UA,Cessna,172,No,1,,Part 91: General Aviation,,Instructional,,,,,,,,Preliminary,11/14/2019,0.66264588
1409,20191113X90121,Accident,WPR20LA022,11/13/2019,"Red Rock, AZ",North America,32.476111,-111.337777,,,Non-Fatal,Substantial,Airplane,N704QJ,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CLIMB,Preliminary,12/2/2019,0.98664951
1410,20191120X60315,Accident,GAA20CA087,11/14/2019,"Erwin, NC",North America,35.380278,-78.732223,HRJ,Harnett Rgnl Jetport,Non-Fatal,Substantial,Airplane,N47CV,Fisher,FP 202 KOALA,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,1/2/2020,0.103976406
1413,20191118X02529,Accident,ERA20LA039,11/15/2019,"West Liberty, KY",North America,38.070834,-83.245,,N/A,Non-Fatal,Substantial,Airplane,N831RS,Rans,RANS S7 COURIER,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,DESCENT,Preliminary,12/11/2019,0.584345653
1414,20191117X11447,Accident,WPR20LA026,11/16/2019,"Livermore, CA",North America,37.696111,-121.819723,LVK,Livermore Muni,Non-Fatal,Substantial,Airplane,N8589D,Piper,PA 18,No,1,Reciprocating,Part 91: General Aviation,,Banner Tow,,,,,1,VMC,MANEUVERING,Preliminary,1/6/2020,0.46733024
1415,20191117X13706,Accident,WPR20LA025,11/16/2019,"Heber City, UT",North America,40.478889,-111.433889,HCR,Heber Valley,Non-Fatal,Substantial,Airplane,N694US,North American,SNJ-4,No,,Reciprocating,Part 91: General Aviation,,Aerial Observation,,,,,2,VMC,LANDING,Preliminary,12/2/2019,0.655043946
1416,20191122X24349,Accident,GAA20CA086,11/16/2019,"Sherman/Dennison, TX",North America,33.714167,-96.674445,GYI,North Texas Rgnl/Perrin Field,Non-Fatal,Substantial,Airplane,N4705Q,Cessna,152,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,12/16/2019,0.22434037
1417,20191122X42900,Incident,ENG20IA005,11/16/2019,"Penobscot, ME",North America,44.521111,-68.641111,,N/A,Incident,Minor,Helicopter,N901EM,Agusta,A109,No,2,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,SevenBar Aviation LLC,,,,4,VMC,,Preliminary,12/11/2019,0.816825201
1418,20191117X14532,Accident,WPR20LA024,11/17/2019,"Ogden, UT",North America,41.184444,-112.015,OGD,Ogden-Hinkley Airport,Non-Fatal,Substantial,Airplane,N3206R,Piper,PA28R,No,,,Part 91: General Aviation,,Instructional,,,2,,,VMC,TAKEOFF,Preliminary,12/2/2019,0.469757307
1419,20191219X91426,Accident,GAA20WA100,11/17/2019,"Cascavel, South America",South America,-24.875834,-53.476945,,,Fatal(4),Substantial,Airplane,,BEECH,V35,No,,,"Non-U.S., Non-Commercial",,,,4,,,,,APPROACH,Foreign,,0.252913544
1421,20191121X01445,Accident,GAA20CA089,11/17/2019,"DuBois, PA",North America,41.178334,-78.898611,DUJ,Dubois Rgnl,Non-Fatal,Substantial,Airplane,N683SP,Cessna,172,No,1,,Part 91: General Aviation,,Personal,,,,,2,VMC,,Preliminary,12/4/2019,0.922309912
1423,20191118X94748,Accident,ERA20CA036,11/17/2019,"Venice, FL",North America,27.067223,-82.440277,VNC,VENICE MUNI,Non-Fatal,Destroyed,Airplane,N5909V,Piper,PA32,No,1,,Part 91: General Aviation,,Personal,,,,1,1,VMC,,Preliminary,1/1/2020,0.805285798
